member_number,db_id,source_member_id,household_id,full_name,tier,relationship,seniority_level,job_title,organisation_unit,physical_address,region,district,nwsc_area,town_or_ward,onboarded_via
NWSC-2026-00571,nw57d1eae0d561904213f1,NWSC-MEM-000320,NWSC-HH-000320,Martha Nakimuli,Officer,Principal,Professional/Officer,Commercial Officer,Public Relations & Corporate Communications,"Plot 613, School Lane, Kyaliwajjala, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Kyaliwajjala,DB
NWSC-2026-00572,nw855939973bd7ed686b50,NWSC-MEM-000321,NWSC-HH-000321,Godfrey Nansubuga,Officer,Principal,Supervisor/Specialist,Billing Supervisor,Kampala Water,"Plot 142, Council Road, Mukono Central, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Mukono Central,DB
NWSC-2026-00573,nw6987f99dca1faed5176d,NWSC-MEM-000322,NWSC-HH-000322,Julius Alupo,Officer,Principal,Supervisor/Specialist,Water Quality Specialist,Engineering Services,"Plot 973, Hill Road, Wakiso, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Wakiso,DB
NWSC-2026-00574,nwc18836d4d2ce9f1ea556,NWSC-MEM-000323,NWSC-HH-000323,Lydia Tumusiime,Staff,Principal,Field/Operations,Plant Operator,Planning & Capital Development,"Plot 253, Hospital Road, Kakiri Road, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Kakiri Road,DB
NWSC-2026-00575,nw1bf259d11619688f17e6,NWSC-MEM-000324,NWSC-HH-000324,Brian Baluku,Officer,Principal,Supervisor/Specialist,Projects Supervisor,Commercial & Customer Services,"Plot 943, Spring Road, Nansana, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Nansana,DB
NWSC-2026-00576,nw1430480c9dece43a5674,NWSC-MEM-000325,NWSC-HH-000325,Jackie Tusubira,Staff,Principal,Field/Operations,Field Assistant,Human Resource,"Plot 605, School Lane, Goma, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Goma,DB
NWSC-2026-00577,nw38e5fa06eb07b6419684,NWSC-MEM-000326,NWSC-HH-000326,Stella Aciro,Staff,Principal,Field/Operations,Field Assistant,Kampala Water,"Plot 754, Water Works Road, Kawempe, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Kawempe,DB
NWSC-2026-00578,nwc8b0dd6e62e49f54def7,NWSC-MEM-000327,NWSC-HH-000327,Joshua Namutebi,Management,Principal,Regional/General Manager,General Manager,Kampala Water,"Plot 915, Spring Road, Kakiri, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Kakiri,DB
NWSC-2026-00579,nw90d26efd55ef9d2257fb,NWSC-MEM-000328,NWSC-HH-000328,Grace Baluku,Executive,Principal,Executive Leadership,Chief Technical Advisor,Kampala Water,"Plot 438, Main Street, Bweyogerere, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Bweyogerere,DB
NWSC-2026-00580,nwa92b82b22cdb86c239f3,NWSC-MEM-000329,NWSC-HH-000329,Francis Obote,Staff,Principal,Support/Admin,Records Clerk,Regional Operations,"Plot 774, Mission Road, Kazo, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Kazo,DB
NWSC-2026-00581,nw8c6643a7968c354003b9,NWSC-MEM-000330,NWSC-HH-000330,James Agaba,Staff,Principal,Field/Operations,Leakage Technician,Kampala Water,"Plot 264, Hill Road, Nabweru, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Nabweru,DB
NWSC-2026-00582,nw1ed8612272c179b7b161,NWSC-MEM-000331,NWSC-HH-000331,Hassan Tusubira,Management,Principal,Area/Branch Manager,Area Manager,Water Quality,"Plot 867, Main Street, Kakiri Road, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Kakiri Road,DB
NWSC-2026-00583,nw50519f2653f5842b0860,NWSC-MEM-000332,NWSC-HH-000332,Ivan Akena,Officer,Principal,Professional/Officer,Procurement Officer,Commercial & Customer Services,"Plot 16, Church Road, Busiro, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Busiro,DB
NWSC-2026-00584,nw13607e195bd3294d72ad,NWSC-MEM-000333,NWSC-HH-000333,Esther Mutebi,Management,Principal,Area/Branch Manager,Area Manager,Information & Business Solutions,"Plot 838, Hospital Road, Kawanda, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Kawanda,DB
NWSC-2026-00585,nw1b43208625dc7eaa3a23,NWSC-MEM-000334,NWSC-HH-000334,Prossy Opio,Staff,Principal,Field/Operations,Plant Operator,Water Quality,"Plot 446, Hospital Road, Nakawa, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Nakawa,DB
NWSC-2026-00586,nw20af5bed85a22d90ec6a,NWSC-MEM-000335,NWSC-HH-000335,Mark Mutebi,Management,Principal,Area/Branch Manager,Customer Service Manager,Internal Audit,"Plot 966, High Street, Kawanda, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Kawanda,DB
NWSC-2026-00587,nw2ba5c5cae7d1a30f70a9,NWSC-MEM-000336,NWSC-HH-000336,Ibrahim Aciro,Officer,Principal,Professional/Officer,Finance Officer,Finance & Corporate Strategy,"Plot 795, Hill Road, Goma, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Goma,DB
NWSC-2026-00588,nwdcdd456082c3bce644fc,NWSC-MEM-000337,NWSC-HH-000337,Charles Katumba,Management,Principal,Area/Branch Manager,Area Manager,Regional Operations,"Plot 971, School Lane, Kololo, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Kololo,DB
NWSC-2026-00589,nwd2f8e6a2bbbdc4222b2f,NWSC-MEM-000338,NWSC-HH-000338,Sylvia Opio,Officer,Principal,Supervisor/Specialist,Billing Supervisor,Information & Business Solutions,"Plot 409, Old Kampala Road, Kakiri Road, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Kakiri Road,DB
NWSC-2026-00590,nwae5c72442b113686323e,NWSC-MEM-000339,NWSC-HH-000339,Sylvia Nanyonga,Staff,Principal,Field/Operations,Plant Operator,Procurement & Stores,"Plot 543, Main Street, Bugolobi, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Bugolobi,DB
NWSC-2026-00591,nwddcf51a70ec648eaace7,NWSC-MEM-000340,NWSC-HH-000340,Patricia Obote,Officer,Principal,Professional/Officer,Commercial Officer,Water Quality,"Plot 910, Main Street, Kakiri, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Kakiri,DB
NWSC-2026-00592,nwc2035c53b154e853d629,NWSC-MEM-000341,NWSC-HH-000341,Paul Akena,Staff,Principal,Support/Admin,Records Clerk,Engineering Services,"Plot 552, Reservoir Road, Bugolobi, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Bugolobi,DB
NWSC-2026-00593,nw318559a9002793bd7708,NWSC-MEM-000342,NWSC-HH-000342,Margaret Tusubira,Officer,Principal,Professional/Officer,Human Resource Officer,Kampala Water,"Plot 627, High Street, Kakiri, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Kakiri,DB
NWSC-2026-00594,nw90a93390385cdca3373e,NWSC-MEM-000343,NWSC-HH-000343,Raymond Kizza,Staff,Principal,Field/Operations,Plant Operator,Kampala Water,"Plot 665, High Street, Kawempe, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Kawempe,DB
NWSC-2026-00595,nw665b361038079b5db2bc,NWSC-MEM-000344,NWSC-HH-000344,Geoffrey Lwanga,Officer,Principal,Professional/Officer,Finance Officer,Kampala Water,"Plot 451, Hill Road, Mukono Central, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Mukono Central,DB
NWSC-2026-00596,nw8081886f4fcb0dc31b24,NWSC-MEM-000345,NWSC-HH-000345,Akello Kakooza,Officer,Principal,Professional/Officer,Procurement Officer,Kampala Water,"Plot 674, Station Road, Goma, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Goma,DB
NWSC-2026-00597,nw580da93526f7a29b974b,NWSC-MEM-000346,NWSC-HH-000346,Michael Bamwesigye,Officer,Principal,Supervisor/Specialist,Billing Supervisor,Kampala Water,"Plot 386, Reservoir Road, Buloba, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Buloba,DB
NWSC-2026-00598,nwe991eeaa1ac914bbb2aa,NWSC-MEM-000347,NWSC-HH-000347,Simon Kyomuhendo,Staff,Principal,Field/Operations,Meter Reader,Water Quality,"Plot 549, Civic Road, Kawanda, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Kawanda,DB
NWSC-2026-00599,nw2e548f43a9e5c9207b21,NWSC-MEM-000348,NWSC-HH-000348,Allan Tusubira,Staff,Principal,Field/Operations,Field Assistant,Legal Services,"Plot 931, Hill Road, Buloba, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Buloba,DB
NWSC-2026-00600,nw4ced719833b426961cbf,NWSC-MEM-000349,NWSC-HH-000349,Ocen Okot,Staff,Principal,Field/Operations,Leakage Technician,Procurement & Stores,"Plot 472, Station Road, Wakiso, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Wakiso,DB
NWSC-2026-00601,nw8c8d78d8ddecc80398b6,NWSC-MEM-000350,NWSC-HH-000350,Isaac Akello,Officer,Principal,Supervisor/Specialist,Billing Supervisor,Information & Business Solutions,"Plot 32, Mission Road, Bugolobi, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Bugolobi,DB
NWSC-2026-00602,nw34953fd7dde59cf0bdd0,NWSC-MEM-000351,NWSC-HH-000351,Charles Ouma,Officer,Principal,Professional/Officer,Human Resource Officer,Planning & Capital Development,"Plot 926, Hill Road, Nakawa, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Nakawa,DB
NWSC-2026-00603,nwa88f7402c1b966b19e15,NWSC-MEM-000352,NWSC-HH-000352,Halima Wabwire,Executive,Principal,Executive Leadership,Executive Programme Lead,Kampala Water,"Plot 935, Civic Road, Nakasero, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Nakasero,DB
NWSC-2026-00604,nwdfd71fa05e6e452d06c5,NWSC-MEM-000353,NWSC-HH-000353,Peter Laker,Management,Principal,Area/Branch Manager,Customer Service Manager,Legal Services,"Plot 106, Church Road, Namanve, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Namanve,DB
NWSC-2026-00605,nw819cbeb722e9266febdf,NWSC-MEM-000354,NWSC-HH-000354,Ibrahim Wabwire,Management,Principal,Area/Branch Manager,Branch Manager,Planning & Capital Development,"Plot 504, Mission Road, Namusera, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Namusera,DB
NWSC-2026-00606,nweafaf4f423f46de7ecdc,NWSC-MEM-000355,NWSC-HH-000355,Mark Senyonga,Officer,Principal,Professional/Officer,Civil Engineer,Kampala Water,"Plot 506, Church Road, Wakiso, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Wakiso,DB
NWSC-2026-00607,nw9f7e0f20e35904c43371,NWSC-MEM-000356,NWSC-HH-000356,Samuel Biryomumaisho,Staff,Principal,Support/Admin,Driver,Kampala Water,"Plot 514, Water Works Road, Kakiri, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Kakiri,DB
NWSC-2026-00608,nwe27d93a5b20709fb47d8,NWSC-MEM-000357,NWSC-HH-000357,Richard Namutebi,Staff,Principal,Support/Admin,Customer Care Assistant,Legal Services,"Plot 995, Spring Road, Najjeera, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Najjeera,DB
NWSC-2026-00609,nw60e650646825a2d8d316,NWSC-MEM-000358,NWSC-HH-000358,Ritah Kiconco,Management,Principal,Area/Branch Manager,Branch Manager,Kampala Water,"Plot 186, Industrial Lane, Wakiso, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Wakiso,DB
NWSC-2026-00610,nw0604b350e355b8fd4e0c,NWSC-MEM-000359,NWSC-HH-000359,Patrick Lwanga,Staff,Principal,Support/Admin,Records Clerk,Kampala Water,"Plot 824, Reservoir Road, Buloba, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Buloba,DB
NWSC-2026-00611,nw38aec93d73d4a937e9e0,NWSC-MEM-000360,NWSC-HH-000360,Halima Akena,Staff,Principal,Field/Operations,Pump Attendant,Human Resource,"Plot 72, Hill Road, Kololo, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Kololo,DB
NWSC-2026-00612,nwd37e70bede6afd6b6dfb,NWSC-MEM-000361,NWSC-HH-000361,Margaret Kahuma,Management,Principal,Regional/General Manager,General Manager,Kampala Water,"Plot 762, Main Street, Busiro, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Busiro,DB
NWSC-2026-00613,nw4d0cc3b216186a6440fc,NWSC-MEM-000362,NWSC-HH-000362,Stephen Tumusiime,Staff,Principal,Field/Operations,Plant Operator,Public Relations & Corporate Communications,"Plot 445, Water Works Road, Kira, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Kira,DB
NWSC-2026-00614,nwa4534f0047b23b598cd0,NWSC-MEM-000363,NWSC-HH-000363,Denis Anywar,Officer,Principal,Professional/Officer,Finance Officer,Technical Services,"Plot 762, Reservoir Road, Nakawa, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Nakawa,DB
NWSC-2026-00615,nwb8a1affa7f3e1a907bf7,NWSC-MEM-000364,NWSC-HH-000364,Samuel Ouma,Staff,Principal,Support/Admin,Driver,Technical Services,"Plot 617, Hospital Road, Nansana, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Nansana,DB
NWSC-2026-00616,nw43bdc7577c976ae2dcd6,NWSC-MEM-000365,NWSC-HH-000365,Kato Anywar,Staff,Principal,Field/Operations,Leakage Technician,Kampala Water,"Plot 266, School Lane, Kakiri Road, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Kakiri Road,DB
NWSC-2026-00617,nw5f2606aa792f063d0f6c,NWSC-MEM-000366,NWSC-HH-000366,Esther Lwanga,Officer,Principal,Professional/Officer,Finance Officer,Legal Services,"Plot 557, Market Street, Kakiri, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Kakiri,DB
NWSC-2026-00618,nw368dc9c902120d145b00,NWSC-MEM-000367,NWSC-HH-000367,Ivan Bamwesigye,Staff,Principal,Field/Operations,Field Assistant,Public Relations & Corporate Communications,"Plot 296, Market Street, Namayumba, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Namayumba,DB
NWSC-2026-00619,nw70dc3d15d6e49437f30e,NWSC-MEM-000368,NWSC-HH-000368,Martha Namutebi,Staff,Principal,Field/Operations,Plant Operator,Technical Services,"Plot 566, Council Road, Ntinda, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Ntinda,DB
NWSC-2026-00620,nw23f480fd92f51ff09ddb,NWSC-MEM-000369,NWSC-HH-000369,Hassan Wabwire,Officer,Principal,Supervisor/Specialist,Projects Supervisor,Kampala Water,"Plot 684, Old Kampala Road, Wakiso, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Wakiso,DB
NWSC-2026-00621,nw6b82fcf496a37cc624ae,NWSC-MEM-000370,NWSC-HH-000370,Ibrahim Baluku,Staff,Principal,Field/Operations,Field Assistant,Kampala Water,"Plot 984, High Street, Namayumba, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Namayumba,DB
NWSC-2026-00622,nw4a1de77d75f7e3d9ef30,NWSC-MEM-000371,NWSC-HH-000371,Florence Agaba,Officer,Principal,Professional/Officer,IT Officer,Public Relations & Corporate Communications,"Plot 238, Commercial Street, Namanve, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Namanve,DB
NWSC-2026-00623,nw186877b253cf713d39b8,NWSC-MEM-000372,NWSC-HH-000372,Peter Byaruhanga,Officer,Principal,Professional/Officer,Commercial Officer,Engineering Services,"Plot 31, Water Works Road, Namanve, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Namanve,DB
NWSC-2026-00624,nw5a283ffefaa05d9b7351,NWSC-MEM-000373,NWSC-HH-000373,Kato Tumusiime,Officer,Principal,Supervisor/Specialist,Billing Supervisor,Kampala Water,"Plot 835, Main Street, Seeta, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Seeta,DB
NWSC-2026-00625,nw58b2f7cd36d4d50f1546,NWSC-MEM-000374,NWSC-HH-000374,Samuel Kyomuhendo,Staff,Principal,Field/Operations,Plant Operator,Kampala Water,"Plot 606, Hospital Road, Masulita, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Masulita,DB
NWSC-2026-00626,nw49b165e8826ffc89c638,NWSC-MEM-000375,NWSC-HH-000375,Samuel Ntale,Officer,Principal,Professional/Officer,Procurement Officer,Water Quality,"Plot 370, Lake View Road, Kawanda, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Kawanda,DB
NWSC-2026-00627,nwb00c0f7982a152649864,NWSC-MEM-000376,NWSC-HH-000376,Annet Katumba,Officer,Principal,Professional/Officer,Commercial Officer,Finance & Corporate Strategy,"Plot 206, Market Street, Goma, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Goma,DB
NWSC-2026-00628,nw4b3c0cc2bf71e9a35460,NWSC-MEM-000377,NWSC-HH-000377,Okello Okot,Officer,Principal,Professional/Officer,Procurement Officer,Kampala Water,"Plot 824, High Street, Nakawa, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Nakawa,DB
NWSC-2026-00629,nwa538462cf12abb94fbc7,NWSC-MEM-000378,NWSC-HH-000378,Halima Mugisha,Management,Principal,Regional/General Manager,Deputy Regional Manager,Kampala Water,"Plot 771, Church Road, Nansana, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Nansana,DB
NWSC-2026-00630,nw24ace5a29cb54cc7329c,NWSC-MEM-000379,NWSC-HH-000379,James Senyonga,Staff,Principal,Field/Operations,Field Assistant,Planning & Capital Development,"Plot 321, Water Works Road, Namayumba, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Namayumba,DB
NWSC-2026-00631,nw82e31cf64703f4d71de8,NWSC-MEM-000380,NWSC-HH-000380,Immaculate Akena,Officer,Principal,Supervisor/Specialist,Projects Supervisor,Planning & Capital Development,"Plot 371, Water Works Road, Namanve, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Namanve,DB
NWSC-2026-00632,nw621bd8a6c29d062a0633,NWSC-MEM-000381,NWSC-HH-000381,Stephen Lwanga,Officer,Principal,Supervisor/Specialist,Projects Supervisor,Internal Audit,"Plot 469, High Street, Namayumba, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Namayumba,DB
NWSC-2026-00633,nwbc6d1af6137a4f0c7700,NWSC-MEM-000382,NWSC-HH-000382,Annet Olanya,Staff,Principal,Support/Admin,Records Clerk,Internal Audit,"Plot 964, Reservoir Road, Kololo, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Kololo,DB
NWSC-2026-00634,nw8c1d5d1e72876bd3fb43,NWSC-MEM-000383,NWSC-HH-000383,Rebecca Katumba,Staff,Principal,Field/Operations,Pump Attendant,Engineering Services,"Plot 758, High Street, Kira, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Kira,DB
NWSC-2026-00635,nwd2c7f1ec2150debaf4aa,NWSC-MEM-000384,NWSC-HH-000384,David Kyomuhendo,Staff,Principal,Field/Operations,Plant Operator,Regional Operations,"Plot 365, Hospital Road, Kazo, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Kazo,DB
NWSC-2026-00636,nw210ed9a2c201e74d3334,NWSC-MEM-000385,NWSC-HH-000385,Julius Auma,Officer,Principal,Supervisor/Specialist,Water Quality Specialist,Planning & Capital Development,"Plot 565, Old Kampala Road, Kawempe, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Kawempe,DB
NWSC-2026-00637,nw6d4975ac0855c595f353,NWSC-MEM-000386,NWSC-HH-000386,Ben Tusubira,Management,Principal,Area/Branch Manager,District Operations Manager,Kampala Water,"Plot 176, Civic Road, Goma, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Goma,DB
NWSC-2026-00638,nwc1eb01ed740bd0b42d90,NWSC-MEM-000387,NWSC-HH-000387,Stella Obote,Staff,Principal,Support/Admin,Records Clerk,Kampala Water,"Plot 510, Station Road, Najjeera, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Najjeera,DB
NWSC-2026-00639,nwdacb4abdc99d04f7bc0b,NWSC-MEM-000388,NWSC-HH-000388,Ruth Kakooza,Officer,Principal,Professional/Officer,IT Officer,Legal Services,"Plot 705, School Lane, Namusera, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Namusera,DB
NWSC-2026-00640,nw17412a0ddcc1eb29800e,NWSC-MEM-000389,NWSC-HH-000389,Lydia Ocen,Officer,Principal,Professional/Officer,Finance Officer,Kampala Water,"Plot 436, Station Road, Bweyogerere, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Bweyogerere,DB
NWSC-2026-00641,nw740434b5f5a108e9397c,NWSC-MEM-000390,NWSC-HH-000390,Angela Wamala,Management,Principal,Regional/General Manager,Regional Manager,Water Quality,"Plot 772, Old Kampala Road, Kira, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Kira,DB
NWSC-2026-00642,nwa3f66b22797b0945f1d8,NWSC-MEM-000391,NWSC-HH-000391,Allan Wamala,Officer,Principal,Supervisor/Specialist,Projects Supervisor,Kampala Water,"Plot 146, Lake View Road, Busiro, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Busiro,DB
NWSC-2026-00643,nw9c60422b0eee34d33b52,NWSC-MEM-000392,NWSC-HH-000392,Ben Byaruhanga,Staff,Principal,Field/Operations,Field Assistant,Kampala Water,"Plot 861, Commercial Street, Seeta, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Seeta,DB
